"ID","AIRLANE_NAME","HEIGHT","LENGHT","WINGSPAN","WEIGHT","MAX_SPEED","MAX_WEIGHT","TOTAL_SEATS_ECO","TOTAL_SEATS_BUS","FUEL_CAPACITY","PRODUCTION_YEAR"
9390,"American Eagle",28,112,71,61,965,110,228,319,5,2021
9391,"airBaltic",28,85,67,81,923,127,217,303,16,2000
9392,"Royal Brunei Airlines",37,81,61,50,874,120,327,457,12,2009
9393," Air Canada",27,107,65,88,926,253,765,1071,23,2013
9394,"Wizz Air",24,67,40,73,894,136,295,413,16,2013
9395,"Virgin Atlantic",20,52,47,78,1114,229,702,982,18,1993
9396,"Jet2.com",24,71,59,93,1076,234,653,914,11,2003
9397,"Quatar Airways",31,104,43,88,1183,157,321,449,17,2016
9398,"China Southern Airlines",23,84,30,108,1142,170,289,404,5,2011
9399," Aegean Airlines",34,78,65,110,961,176,306,428,4,2007
9400,"China Eastern Airlines",20,74,43,57,969,131,347,485,10,2005
9401," Air Canada",27,80,41,56,924,93,175,245,15,1993
9402,"Philippine Airlines",34,117,75,99,944,249,699,978,21,2018
9403,"AirAsia",39,50,65,95,1099,267,799,1118,16,1993
9404,"Lufthansa",24,69,76,97,972,207,514,719,6,1989
9405,"Brussels Airlines",31,52,51,96,959,212,539,754,23,1997
9406,"China Eastern Airlines",22,72,39,89,1235,127,180,252,11,2011
9407,"China Airlines",28,65,62,107,821,220,526,736,6,2012
9408,"Quatar Airways",28,117,75,108,1229,286,827,1157,15,2014
9409,"Emirates",20,94,41,97,1232,191,439,614,21,1990
9410,"Southwest Airlines",40,78,51,103,1272,228,583,816,13,2012
9411,"Korean Air",40,119,35,62,1139,212,698,977,19,1983
9412,"Egyptair",26,88,34,109,1236,286,822,1150,7,2000
9413,"Eurowings",32,50,48,101,872,189,411,575,11,2018
9414,"Air New Zealand",25,118,78,53,1144,89,167,233,12,1991
9415,"Japan Airlines",32,69,42,91,882,151,280,392,18,1995
9416,"Bangkok Airways",27,81,58,66,918,98,152,212,8,1987
9417,"Azerbaijan Airlines",36,82,43,87,1204,242,719,1006,19,1991
9418,"Air Malta",39,78,75,103,1247,250,685,959,12,2009
9419,"Malaysia Airlines",35,73,54,89,999,150,283,396,5,2012
9420,"Air Canada rouge",29,73,50,71,1207,203,612,856,17,1982
9421,"TAP Portugal",38,85,67,99,909,288,875,1225,21,2009
9422,"Jetstar Asia",23,93,35,66,1137,112,214,299,24,1992
9423,"American Eagle",21,56,68,63,1044,121,273,382,15,2014
9424,"Vistara",22,70,35,50,1249,106,264,369,7,2009
9425,"Eurowings",30,54,79,103,1016,172,324,453,6,1991
9426,"Virgin Australia",25,117,32,104,923,173,320,448,6,2008
9427,"Air Dolomiti",32,61,73,119,1155,222,478,669,8,2002
9428,"Finnair",21,95,64,97,1085,275,826,1156,8,2015
9429,"Citilink",33,88,62,116,904,161,213,298,13,1983
9430,"Azul Airlines",39,92,43,94,1207,280,865,1211,8,1989
9431,"Oman Air",34,74,32,51,928,221,791,1107,13,1996
9432,"Vistara",21,108,58,78,974,267,877,1227,15,1981
9433,"Bangkok Airways",29,52,46,58,1280,152,438,613,13,2019
9434,"Copa Airlines",26,68,59,117,1235,283,772,1080,5,2019
9435,"Flynas",34,58,80,58,831,227,786,1100,15,2000
9436,"Southwest Airlines",30,70,38,65,1150,126,283,396,17,1998
9437,"Oman Air",36,84,69,81,928,274,896,1254,7,1983
9438,"SAS Scandinavian",30,112,52,88,951,182,438,613,10,1983
9439,"Air Canada rouge",22,104,73,68,1027,122,253,354,22,1986
9440,"Norwegian",24,67,36,89,844,262,804,1125,15,2004
9441," Qantas Airways",38,110,45,89,846,214,582,814,22,2009
9442,"JetBlue Airways",25,94,46,119,945,198,368,515,18,2005
9443,"SAS Scandinavian",28,99,41,86,1000,131,212,296,7,1988
9444,"Saudi Arabian Airlines",22,91,67,114,1171,307,896,1254,12,1995
9445,"Royal Brunei Airlines",26,89,40,98,1182,262,764,1069,22,2010
9446,"Kuwait Airways",23,112,38,67,1007,102,166,232,20,1981
9447,"Ethiopian Airlines",21,78,45,58,1145,200,658,921,19,1997
9448,"Ethiopian Airlines",39,51,79,90,1205,167,360,504,19,2006
9449,"Jetstar Asia",32,116,55,62,927,139,358,501,19,1989
9450,"Oman Air",29,101,52,59,834,203,671,939,22,1998
9451,"Vietnam Airlines",33,61,57,100,830,186,402,562,20,2006
9452,"Garuda Indonesia",39,74,46,99,979,246,681,953,23,2021
9453," Air Canada",28,119,59,90,1011,175,395,553,11,2000
9454,"TAP Portugal",30,52,69,112,1202,257,676,946,6,1989
9455,"Asiana Airlines",30,94,36,78,1062,174,448,627,18,2015
9456,"Jet2.com",28,52,43,69,1273,224,721,1009,20,2008
9457,"Swiss International Air Lines",33,91,77,53,916,195,659,922,19,2013
9458,"Korean Air",34,65,58,113,891,262,694,971,12,2018
9459,"airBaltic",21,67,52,67,951,185,550,770,12,2021
9460,"Avianca",32,115,68,74,1102,160,399,558,4,1997
9461," Qantas Airways",39,101,62,59,1085,92,156,218,12,2014
9462,"Avianca",39,68,62,53,1120,91,179,250,4,2009
9463,"EVA Air",32,76,77,70,1125,246,819,1146,7,1995
9464,"South African Airways",27,95,78,115,849,288,803,1124,10,2000
9465,"United Airlines",32,82,49,98,896,173,349,488,7,2016
9466,"Asiana Airlines",30,77,40,119,1282,231,523,732,21,2000
9467,"Bangkok Airways",36,80,75,114,1093,183,323,452,9,1989
9468,"Virgin Atlantic",28,72,68,115,841,183,318,445,17,1990
9469,"Garuda Indonesia",24,119,36,69,887,218,690,966,19,2007
9470,"China Eastern Airlines",26,79,68,72,1124,251,829,1160,8,2017
9471,"Royal Brunei Airlines",26,70,70,50,1090,97,221,309,24,2020
9472,"WestJet",39,79,37,90,956,191,469,656,20,1981
9473,"Korean Air",21,60,63,102,972,285,852,1192,10,2001
9474,"China Southern Airlines",30,50,64,96,1171,207,517,723,7,2010
9475,"Air Transat",23,84,55,62,1209,166,486,680,14,2020
9476,"Air Dolomiti",28,64,59,68,1299,120,244,341,6,1981
9477,"Thai Airways",36,108,30,109,834,241,615,861,17,2019
9478,"Thai Airways",39,108,50,63,892,105,198,277,24,1987
9479,"Kuwait Airways",27,82,42,55,1222,131,354,495,17,2015
9480,"Air Astana",22,85,40,89,1112,131,195,273,22,1984
9481,"EVA Air",21,107,60,89,805,199,514,719,9,1987
9482,"Jetstar Asia",32,51,51,63,845,112,228,319,22,2006
9483,"JetSmart",39,54,69,111,1217,205,437,611,6,2005
9484,"Brussels Airlines",31,70,72,120,903,176,260,364,20,2021
9485,"American Airlines",33,71,40,60,1293,183,572,800,15,1997
9486,"Norwegian",33,115,39,63,994,135,337,471,19,1998
9487,"Air France",35,120,70,109,1058,192,385,539,23,2013
9488,"Air Transat",20,62,71,86,989,166,371,519,11,2005
9489,"Brussels Airlines",20,57,64,109,861,167,270,378,22,2009
9490,"LATAM",27,56,70,93,1259,237,667,933,24,1996
9491,"Flynas",38,71,78,99,978,203,486,680,24,2000
9492,"TAP Portugal",36,120,40,103,867,252,691,967,15,1993
9493,"Vueling Airlines",27,91,61,119,968,263,671,939,16,1999
9494,"WestJet",33,69,75,117,1012,242,583,816,15,2021
9495,"Air Malta",23,93,47,104,927,196,429,600,18,2011
9496,"Cathay Pacific Airways",37,116,51,76,900,270,899,1258,19,2000
9497,"Rex Airlines",35,65,62,117,869,290,803,1124,16,1987
9498,"Singapore Airlines",29,79,72,62,1131,128,310,434,15,1999
9499,"Royal Brunei Airlines",21,98,39,77,927,167,420,588,22,2006
9500,"airBaltic",21,61,49,56,1050,168,522,730,13,1997
9501,"WestJet",24,109,68,80,1020,145,305,427,21,2017
9502,"ANA All Nippon Airways",24,89,63,63,1244,165,477,667,22,1984
9503,"airBaltic",39,116,53,59,916,113,252,352,10,1984
9504,"Buta Airways",21,63,66,100,1122,278,825,1155,11,2011
9505,"WestJet",37,72,32,94,1223,160,308,431,18,1996
9506,"Virgin Atlantic",35,80,55,54,1298,163,505,707,17,1982
9507,"Oman Air",36,72,66,115,1195,163,224,313,20,2002
9508," Air Canada",20,101,53,90,960,164,344,481,6,1986
9509," Gulf Air",33,109,65,75,858,207,612,856,23,1982
9510,"Vietnam Airlines",23,89,46,117,900,310,894,1251,21,1999
9511,"Norwegian",22,81,62,60,954,155,442,618,12,1992
9512,"Azerbaijan Airlines",20,53,67,107,957,219,522,730,22,2003
9513,"Azerbaijan Airlines",32,116,44,101,1180,236,625,875,17,2021
9514,"Flynas",39,68,76,77,882,271,899,1258,15,1996
9515,"South African Airways",22,53,42,55,1178,141,401,561,10,1987
9516,"Southwest Airlines",26,66,61,54,859,198,669,936,16,2014
9517,"TUI Airways",26,76,70,65,1235,134,322,450,13,1994
9518,"Scoot",38,115,75,106,863,281,814,1139,13,2000
9519,"EVA Air",25,70,46,112,1009,165,247,345,9,2007
9520,"airBaltic",30,74,39,100,1251,210,513,718,7,1984
9521,"Korean Air",31,94,71,71,834,148,358,501,13,1993
9522,"Finnair",27,105,45,76,988,161,398,557,14,2001
9523,"Ethiopian Airlines",31,83,46,67,1149,184,546,764,17,2010
9524,"LOT",26,114,63,81,872,202,561,785,23,1988
9525,"Wizz Air",27,109,41,113,935,165,242,338,9,1993
9526,"Avianca",34,54,52,88,1222,234,679,950,21,2008
9527,"Air Canada rouge",22,84,33,111,1098,146,163,228,6,2000
9528,"Peach",21,108,44,102,970,211,509,712,9,2010
9529,"LOT",26,93,47,73,1263,160,407,569,15,2006
9530,"American Airlines",31,118,46,73,863,198,581,813,15,2010
9531,"Flynas",33,106,37,51,970,101,236,330,16,2005
9532,"TAP Portugal",26,60,62,97,1080,184,404,565,22,2020
9533,"Philippine Airlines",39,111,59,94,878,167,342,478,5,2020
9534,"Alaska Airlines",28,94,46,114,1015,286,801,1121,24,1998
9535," Air Canada",40,119,68,101,1151,172,333,466,18,1982
9536," Qantas Airways",28,83,58,62,1250,250,871,1219,12,2004
9537,"Quatar Airways",37,96,59,91,1162,176,398,557,24,1999
9538,"LEVEL",28,107,46,57,1175,229,797,1115,18,1995
9539,"LEVEL",26,63,31,71,1012,217,680,952,21,2005
9540,"Air Malta",29,103,31,78,859,246,780,1092,13,2001
9541,"Asiana Airlines",20,86,45,82,1045,210,593,830,22,1986
9542,"Azul Airlines",35,62,42,71,1282,257,862,1206,7,1988
9543,"WestJet",29,112,60,92,841,155,294,411,20,1990
9544,"Jet2.com",31,67,42,103,863,254,701,981,21,2019
9545,"Azerbaijan Airlines",25,55,64,98,830,200,477,667,22,1990
9546,"Vistara",35,70,64,91,905,281,882,1234,18,2001
9547,"Air Serbia",38,58,33,109,1088,154,212,296,18,1999
9548,"Asiana Airlines",32,71,49,104,887,226,569,796,18,2002
9549,"Avianca",40,120,54,59,1291,161,474,663,8,2011
9550,"Rex Airlines",35,76,42,65,854,247,843,1180,23,2017
9551,"WestJet",22,107,79,113,1094,209,446,624,13,2000
9552,"WestJet",30,107,72,93,1038,208,537,751,16,2018
9553,"American Eagle",25,120,69,57,825,213,725,1015,5,1980
9554,"JetBlue Airways",28,99,37,91,1096,283,890,1246,23,1981
9555,"TUI Airways",27,55,75,74,1197,112,180,252,21,1998
9556,"Philippine Airlines",21,52,32,78,936,260,844,1181,11,1999
9557,"Finnair",32,73,66,116,1125,199,388,543,10,2009
9558,"Air Serbia",21,53,71,77,801,207,605,847,18,2008
9559,"Jet2.com",36,104,35,117,954,227,512,716,5,2018
9560," Austrian Airlines",36,85,57,94,1250,261,777,1087,17,2010
9561,"WestJet",22,62,41,67,1240,219,706,988,8,1997
9562,"Vistara",38,86,58,75,1021,263,874,1223,17,2014
9563,"Air Arabia",36,68,48,71,917,112,191,267,8,1985
9564,"Wizz Air",34,72,67,65,1231,162,453,634,24,2004
9565,"Air Arabia",25,82,33,109,1145,249,649,908,12,2006
9566,"Azul Airlines",23,75,51,53,1271,237,854,1195,10,2004
9567," Qantas Airways",22,85,45,91,843,187,449,628,14,1994
9568,"Finnair",31,64,64,60,1029,195,625,875,4,1984
9569,"Sky Airline",31,92,66,71,870,120,228,319,24,2011
9570,"American Eagle",34,64,54,91,1062,176,395,553,10,2018
9571,"Virgin Australia",29,93,47,90,850,133,202,282,21,1984
9572,"Jet2.com",33,76,57,97,1174,218,564,789,6,1981
9573,"Philippine Airlines",35,71,31,116,1145,163,218,305,22,2019
9574,"Air Astana",38,98,53,76,1158,178,475,665,14,2002
9575,"Air New Zealand",28,99,51,105,847,222,546,764,24,1994
9576,"Emirates",21,71,39,118,829,270,705,987,17,2004
9577,"SAS Scandinavian",39,114,64,101,1154,136,164,229,7,1992
9578,"Aer Lingus",31,114,49,75,1278,228,712,996,7,1994
9579,"Iberia",29,99,35,93,1290,209,538,753,9,2009
9580,"Air Arabia",28,115,53,73,1116,235,751,1051,5,1996
9581,"Copa Airlines",30,65,65,114,1173,160,217,303,12,2018
9582,"Ryanair",25,81,68,55,961,113,269,376,15,1989
9583,"Avianca",36,55,32,112,980,267,720,1008,7,2006
9584,"Virgin Atlantic",28,113,51,96,1287,280,853,1194,7,1997
9585,"Garuda Indonesia",33,120,41,108,1096,228,558,781,24,1987
9586,"Virgin Australia",23,67,33,116,1264,253,638,893,24,1996
9587,"Scoot",39,93,53,108,1051,214,493,690,24,2006
9588,"China Eastern Airlines",31,110,39,110,1208,219,509,712,15,2019
9589,"Flynas",25,67,41,100,1085,179,370,518,13,1992
9590,"Aer Lingus",34,76,64,88,1214,255,777,1087,21,2012
9591," Qantas Airways",21,60,38,85,916,226,655,917,24,2017
9592,"Oman Air",21,100,51,55,1137,248,897,1255,14,1982
9593,"Delta Air Lines",34,57,75,55,961,167,521,729,6,2016
9594,"Eurowings",30,86,40,73,1222,186,526,736,5,2013
9595,"United Airlines",23,64,45,55,1046,138,388,543,25,2000
9596,"Delta Air Lines",25,57,52,61,1188,247,862,1206,12,1993
9597,"Iberia",27,64,62,84,985,147,296,414,12,2001
9598,"Quatar Airways",35,78,46,72,993,191,554,775,14,2022
9599,"TUI Airways",32,82,52,105,876,160,256,358,10,1992
9600,"Avianca",35,91,38,93,821,264,792,1108,8,1997
9601,"Bangkok Airways",25,70,54,74,984,106,151,211,6,2015
9602,"Emirates",32,93,64,87,999,264,822,1150,25,1992
9603,"Saudi Arabian Airlines",24,107,76,54,803,220,770,1078,7,2008
9604,"Jet2.com",30,70,64,72,922,251,831,1163,4,2012
9605,"Iberia",30,113,65,79,973,116,174,243,7,1988
9606,"Azerbaijan Airlines",24,54,65,97,934,170,340,476,6,1994
9607,"Royal Air Maroc",24,97,41,118,1060,232,532,744,10,1990
9608,"Aer Lingus",34,100,76,72,1298,263,885,1239,8,1980
9609,"Emirates",23,72,59,55,1028,176,562,786,24,2009
9610,"Southwest Airlines",35,110,70,106,1035,279,805,1127,25,1981
9611,"Vistara",38,60,36,89,972,221,615,861,12,1999
9612,"JetBlue Airways",21,84,32,98,1017,272,807,1129,21,1997
9613,"Quatar Airways",31,81,65,104,1076,225,563,788,11,1982
9614,"Wizz Air",24,112,55,98,884,231,617,863,22,1998
9615,"Air Transat",28,85,74,117,964,254,639,894,21,2021
9616,"Japan Airlines",34,71,73,60,1092,207,682,954,9,1981
9617,"EVA Air",33,57,42,70,984,212,660,924,6,1989
9618," Austrian Airlines",31,94,75,109,1190,254,674,943,15,1987
9619,"Jetstar Asia",37,92,56,89,1116,209,559,782,11,1982
9620,"Korean Air",21,73,33,114,853,262,687,961,23,1980
9621,"American Airlines",36,96,49,102,1028,242,651,911,13,1993
9622,"South African Airways",25,62,58,79,1103,267,874,1223,20,2005
9623,"Rex Airlines",23,107,73,51,1042,114,292,408,9,1992
9624,"Southwest Airlines",29,113,54,73,934,227,716,1002,20,2001
9625," Qantas Airways",29,113,42,120,981,222,476,666,4,1983
9626,"China Eastern Airlines",33,93,39,60,1197,206,680,952,9,1994
9627,"Saudi Arabian Airlines",23,115,57,118,914,176,272,380,16,2012
9628,"airBaltic",26,90,80,71,897,145,344,481,11,1992
9629,"Air New Zealand",20,114,66,117,937,249,614,859,15,1994
9630,"Air Dolomiti",21,75,39,103,946,290,867,1213,7,1997
9631,"Air Astana",20,74,40,58,918,213,720,1008,11,2001
9632,"Garuda Indonesia",29,93,47,98,1222,268,788,1103,9,2012
9633,"Malaysia Airlines",21,89,52,86,1246,195,509,712,16,2016
9634,"United Airlines",31,81,58,66,939,259,895,1253,10,1983
9635,"Air Malta",28,87,43,83,1196,181,457,639,17,2007
9636,"flyDubai",28,65,43,113,1268,250,639,894,5,1981
9637,"EasyJet",33,64,42,83,1030,177,437,611,5,1988
9638,"Philippine Airlines",39,80,34,102,1197,261,740,1036,16,1996
9639,"Rex Airlines",27,60,62,76,1196,129,246,344,12,1990
9640,"Azul Airlines",31,88,61,95,806,174,368,515,23,1981
9641,"ITA Airways",34,106,74,63,893,189,584,817,24,2015
9642,"Asiana Airlines",34,98,79,78,879,250,801,1121,20,1984
9643,"Finnair",20,119,51,110,830,197,405,567,18,1985
9644,"JetBlue Airways",31,109,35,75,1272,173,454,635,11,1996
9645,"Buta Airways",27,102,59,104,1010,245,657,919,19,1994
9646,"Oman Air",29,107,37,59,1020,222,756,1058,5,1993
9647," Austrian Airlines",31,94,57,89,1097,254,768,1075,16,2001
9648,"Southwest Airlines",30,71,42,81,1039,253,798,1117,17,2015
9649,"China Eastern Airlines",22,54,56,114,1055,222,503,704,13,2002
9650,"Brussels Airlines",24,115,46,103,1236,269,771,1079,17,2018
9651,"Scoot",39,108,76,68,1286,121,246,344,25,2015
9652,"British Airways",36,104,39,83,1258,241,735,1029,20,2019
9653,"KLM Royal Dutch Airlines",36,105,34,81,1113,155,344,481,13,2020
9654,"Jet2.com",31,116,35,58,1187,240,843,1180,8,1987
9655,"Air Transat",24,93,76,116,902,161,211,295,7,2016
9656,"Malaysia Airlines",22,95,79,99,1105,284,858,1201,20,2001
9657,"Egyptair",39,60,70,80,1108,124,208,291,12,2018
9658,"Air Dolomiti",24,96,35,79,926,176,450,630,8,2020
9659,"EasyJet",33,66,37,84,1072,151,311,435,19,2002
9660,"Brussels Airlines",25,65,67,87,1152,259,797,1115,18,1990
9661,"Air New Zealand",31,100,55,100,1188,198,456,638,6,1997
9662,"ITA Airways",30,91,77,70,1219,187,545,763,23,1983
9663,"Virgin Australia",40,52,31,113,1150,177,298,417,24,1995
9664,"Southwest Airlines",21,59,66,110,1109,294,856,1198,22,1995
9665," Air Canada",29,56,32,65,1190,190,579,810,10,1996
9666,"Thai Airways",29,86,41,92,927,284,892,1248,19,2004
9667,"Virgin Atlantic",26,61,55,70,955,142,334,467,17,2012
9668,"South African Airways",33,98,32,108,873,217,506,708,15,1996
9669,"KLM Royal Dutch Airlines",28,94,32,91,856,192,469,656,22,2007
9670,"Garuda Indonesia",35,62,35,79,821,241,753,1054,22,2016
9671,"Singapore Airlines",21,96,49,67,884,139,337,471,14,1987
9672,"Philippine Airlines",40,64,58,105,1143,195,417,583,4,2000
9673,"Alaska Airlines",31,67,60,111,1015,150,185,259,11,2001
9674,"Singapore Airlines",38,93,58,68,942,177,507,709,17,1987
9675,"Alaska Airlines",25,98,64,52,927,239,868,1215,10,2006
9676,"American Eagle",35,60,62,52,964,243,886,1240,24,2003
9677,"Air New Zealand",21,102,75,105,954,193,409,572,13,2004
9678,"Alaska Airlines",39,74,62,66,1173,257,887,1241,10,1986
9679,"ITA Airways",26,109,50,108,821,181,342,478,12,1995
9680,"Azerbaijan Airlines",37,71,45,113,1173,291,826,1156,24,1989
9681,"Copa Airlines",25,69,75,60,1298,134,346,484,4,2020
9682,"Bangkok Airways",25,100,55,83,814,269,862,1206,7,1987
9683,"EasyJet",21,91,68,83,1216,230,682,954,19,2003
9684,"ANA All Nippon Airways",31,111,54,119,901,268,694,971,16,2014
9685,"Azerbaijan Airlines",23,99,64,68,839,113,209,292,21,1983
9686,"Vistara",37,68,37,68,1214,148,371,519,12,1994
9687,"SunExpress",24,58,59,67,1056,122,257,359,5,1994
9688,"ITA Airways",21,56,43,112,1274,290,826,1156,24,1983
9689," Gulf Air",37,68,34,107,958,213,492,688,16,2000
9690,"WestJet",35,87,48,73,1272,193,556,778,12,1983
9691,"flyDubai",37,57,55,50,1083,130,374,523,23,1995
9692,"China Airlines",32,100,36,105,1177,246,653,914,22,2019
9693,"LOT",36,108,69,59,991,150,426,596,13,2003
9694,"LOT",22,94,34,61,1016,247,863,1208,21,1989
9695,"Asiana Airlines",32,84,77,79,832,154,351,491,16,2022
9696,"Vistara",38,73,71,95,1290,176,375,525,10,1981
9697,"American Airlines",25,113,30,98,1113,147,228,319,8,1994
9698,"China Airlines",38,75,56,105,1081,276,795,1113,23,2012
9699,"Vietnam Airlines",30,52,44,72,975,175,480,672,12,1990
9700,"Virgin Australia",38,94,37,85,1197,219,624,873,17,1998
9701,"Emirates",27,58,41,104,1118,217,526,736,10,2001
9702,"Avianca",38,104,68,72,1080,186,531,743,8,2004
9703,"Vietnam Airlines",37,62,50,78,1284,186,501,701,24,1981
9704,"Swiss International Air Lines",34,113,59,94,1158,243,691,967,13,1981
9705,"Thai Airways",33,103,42,67,1174,105,177,247,13,2015
9706,"airBaltic",35,69,68,89,1051,197,503,704,14,2004
9707,"Air Astana",24,99,43,114,1246,269,722,1010,9,1981
9708,"Korean Air",30,118,51,68,1130,251,849,1188,6,2004
9709,"Ryanair",35,110,31,90,881,129,185,259,10,2014
9710,"SAS Scandinavian",33,108,77,109,829,198,416,582,12,1994
9711,"Kuwait Airways",36,76,59,76,1226,189,525,735,11,1983
9712,"Southwest Airlines",31,84,70,56,1278,227,795,1113,8,2002
9713,"SAS Scandinavian",40,106,72,69,1002,147,364,509,25,1985
9714,"airBaltic",31,77,46,58,914,221,755,1057,16,1989
9715,"Virgin Australia",30,69,76,58,883,112,250,350,10,2010
9716,"Swiss International Air Lines",27,117,35,116,996,182,308,431,9,1998
9717,"flyDubai",28,110,49,56,1088,100,204,285,25,1984
9718,"China Eastern Airlines",21,94,40,90,1198,174,390,546,4,2005
9719,"JetBlue Airways",37,99,34,75,1035,228,712,996,5,1984
9720,"Vueling Airlines",23,57,77,103,1228,296,898,1257,23,1983
9721,"American Eagle",38,109,34,77,897,132,255,357,23,1984
9722,"Peach",37,66,73,114,838,189,351,491,9,2017
9723,"Kuwait Airways",31,86,59,109,1136,247,643,900,19,1986
9724,"South African Airways",36,112,37,53,1017,212,740,1036,4,2007
9725,"Virgin Australia",29,110,58,105,1086,147,197,275,23,1987
9726,"Air Astana",34,90,47,94,862,173,370,518,15,2008
9727,"Royal Brunei Airlines",39,51,42,68,813,204,633,886,6,2019
9728," Hainan Airlines",25,51,79,88,1198,233,673,942,14,1991
9729,"TUI Airways",28,96,45,110,1102,206,447,625,13,1987
9730,"KLM Royal Dutch Airlines",39,86,74,82,862,231,690,966,22,1990
9731,"Kenya Airways",37,70,68,98,870,150,243,340,7,1988
9732,"TUI Airways",33,111,71,91,923,218,589,824,25,2009
9733,"Buta Airways",25,64,30,103,1067,164,285,399,8,2015
9734,"SAS Scandinavian",24,113,54,109,1093,245,630,882,24,1991
9735,"Air Dolomiti",40,82,61,105,810,139,159,222,7,1994
9736,"Kenya Airways",32,64,48,106,1128,188,383,536,9,2010
9737,"Jet2.com",27,69,58,73,952,156,389,544,13,1993
9738,"Vistara",24,112,55,63,1269,218,722,1010,22,1999
9739,"Egyptair",33,107,38,65,1022,172,499,698,17,2005
9740," Qantas Airways",29,88,38,111,979,233,567,793,18,1997
9741,"Japan Airlines",29,103,79,85,1206,173,409,572,12,2000
9742,"Rex Airlines",26,110,75,56,1060,145,414,579,22,1988
9743,"Lufthansa",24,110,36,119,1286,156,175,245,20,1992
9744,"Air France",29,76,71,111,1095,158,218,305,13,2012
9745,"Air Arabia",26,70,58,87,1121,146,276,386,21,2012
9746," Air Canada",22,64,76,67,840,218,702,982,21,2020
9747,"United Airlines",35,80,50,84,868,134,234,327,19,1990
9748,"Hong Kong Airlines",28,85,69,73,1235,184,517,723,12,1994
9749,"China Southern Airlines",36,83,72,77,938,156,366,512,18,1991
9750,"Copa Airlines",38,54,31,115,833,280,768,1075,10,1994
9751,"Copa Airlines",36,82,60,106,903,202,445,623,18,2011
9752,"Cathay Pacific Airways",39,87,76,67,1007,253,865,1211,17,2006
